治家	12:2;23:1;7:1
报告	26:7;1:6;2:6;4:6;7:6;17:3;25:3;11:2;12:2;15:2;18:2;20:2;27:2;30:2;32:2;5:2;31:18;10:12;22:10;14:1;28:1
报国	31:2
报复	31:8;18:5;10:4;24:4;1:3;13:3;20:3;30:3;2:2;23:2;25:2;26:2;5:2;6:2;12:16;29:10;11:1;17:1;21:1;27:1;3:1;32:1;7:1;9:1
报导	24:3
报应	20:5;17:3;18:2;21:2;22:2;31:2;0:1;10:1;16:1;23:1;25:1;26:1;28:1;29:1;4:1;7:1;8:1
报得	31:1
报德	31:1
报怨	25:1;31:1;7:1
报恩	12:1;25:1;8:1
报捷	10:1
报效	22:1;4:1
报春	1:1
报晓	7:2;11:1;5:1
报此	31:1
报知	29:2;1:1
报答	12:5;23:5;20:4;24:4;30:4;29:3;3:3;6:3;13:2;17:2;2:2;31:2;32:2;4:2;0:1;1:1;16:1;18:1;22:1;26:1;27:1;28:1;7:1;8:1
报虚账	16:1
报账	1:2;22:1
报酬	20:2;22:2;24:2;27:2;3:2;31:2;0:1;1:1;13:1;16:1;18:1;19:1
报销	1:1
抨击	2:1;24:1
披	31:6;21:5;7:4;1:3;24:3;0:2;2:2;4:2;10:1;14:1;17:1;19:1;20:1;22:1;25:1;30:1;32:1
披上	21:6;22:4;10:3;20:3;27:3;13:2;14:2;2:2;29:2;1:1;12:1;15:1;17:1;18:1;26:1;28:1;31:1;4:1;8:1
披头	17:1
披头散发	17:1
披寝	32:1
披屋	26:1
披戴	23:1;6:1
披挂	3:1
披散	24:1
披毛	1:1
披甲	25:3;22:2;1:1;10:1;2:1;21:1;8:1
披着	3:1;5:1;7:1;13:1
披肝沥胆	26:1
披肩	14:2;17:1;4:1
披荆	21:1;31:1
披荆斩棘	21:1;31:1
披萨	14:2
披诉	15:1
披起	21:2;1:1;10:1;27:1
披身	8:1
披金	24:1
披金挂	17:1
披锦	25:1
披露	26:1
披靡	21:3;31:2;1:1
抬	10:8;18:7;31:5;26:3;32:3;7:3;1:2;2:2;29:2;12:1;14:1;16:1;17:1;20:1;25:1;27:1;28:1;3:1;5:1;8:1
抬上	10:1
抬上来	10:1
抬下	28:1
抬举	13:2;31:2;0:1;17:1;3:1;8:1
抬乳媪	29:1
抬二尸	29:1
抬出	18:4;20:3;17:2;16:1;29:1;31:1;8:1
抬出去	18:4;20:2;16:1;29:1;31:1
抬出来	20:1;8:1
抬到	18:4;21:1;22:1;5:1;7:1;9:1
抬回	14:1
抬回去	14:1
抬头	24:2;18:1;28:1
抬得	20:1
抬摩	31:1
抬斯赖	14:1
抬杠	25:1;30:1
抬来	31:1
抬棺	25:2;29:2
抬看	1:1
抬着	17:1
抬篓	18:1
抬至	31:1
抬起	18:5;1:3;20:3;4:3;7:3;10:2;14:2;32:2;17:1;2:1;22:1;25:1;27:1;28:1;31:1
抬起头来	20:2;27:1;4:1;7:1
抬过	31:2;8:1
抬过去	31:1
抬过来	31:1;8:1
抬进	18:1;26:1
抬高	20:2;10:1;11:1;27:1;3:1;30:1;31:1;7:1;8:1
抬高身价	7:1
抱	29:9;12:8;31:7;8:7;20:6;26:6;27:4;7:4;10:3;2:3;21:3;22:3;23:3;24:3;3:3;32:3;0:2;11:2;16:2;18:2;19:2;28:2;30:2;5:2;6:2;1:13;4:13;15:1;17:1;25:1
抱不平	31:1
抱个	26:1
抱住	0:1;10:1;20:1;21:1;25:1;4:1;8:1
抱儿	4:1
抱出	4:2
抱出去	4:2
抱头	12:1;18:1;20:1;5:1
抱头鼠窜	12:1;18:1;20:1;5:1
抱定	29:1
抱怨	1:1;14:1;25:1;26:1;27:1;7:1;8:1
抱恨	12:1;15:1;20:1;27:1;3:1;31:1;5:1;7:1
抱恨终天	5:1;7:1
抱恨终身	20:1
抱愧	0:1
抱憾	12:2;26:2;4:2;1:1;20:1;30:1
抱抱	3:1
抱歉	13:3;4:3;0:2;1:2;12:2;14:2;3:2;7:2;10:1;15:1;18:1;19:1;20:1;21:1;22:1;26:1;28:1;30:1;31:1;5:1;6:1
 	21:9824;20:9760;2:9624;25:9508;19:9456;18:9200;0:8492;30:8392;3:8124;12:7864;23:7832;5:7816;16:7808;14:7764;11:7356;32:7008;8:6992;13:6924;17:6792;4:6708;24:6656;22:6144;28:6016;15:5880;6:5856;9:5668;29:5044;27:4976;31:19916;1:14516;7:10752;10:10404;26:10252
à	17:1
○	17:3;24:1;6:1
一一	31:3;4:2;0:1;2:1;22:1;23:1;3:1
一一道来	3:1
一丁	17:1;26:1
一丁点	17:1;26:1
一丁点儿	17:1;26:1
一万	22:6;31:6;12:3;17:3;27:3;1:2;29:2;6:2;10:1;2:1;21:1;3:1;4:1;5:1;7:1
一万个	1:2;17:2;22:2;31:2;27:1;4:1;5:1;7:1
一万二	27:2;10:1
一万二千	27:2;10:1
一万五	3:1
一万五千	3:1
一万倍	6:1
一万只	29:2;21:1;22:1
一万名	31:1
一万块	12:2;22:1;6:1
一万条	2:1
一万次	31:1
一万种	12:1
一三	6:1
一三六	6:1
一上	1:1;26:1;27:1;28:1;5:1
一下	10:9;3:9;5:9;11:8;4:8;14:7;23:7;29:7;31:61;2:6;26:5;27:5;13:4;22:4;9:3;17:29;0:26;15:25;25:25;28:25;1:21;12:16;18:14;20:14;30:14;7:14;16:13;24:13;8:12;19:10;21:10;6:10
一下下	17:1
一下子	28:8;16:6;1:5;0:4;15:4;17:4;30:4;31:4;19:3;10:2;14:2;18:2;20:2;24:2;29:2;4:2;5:2;6:2;7:2;11:1;12:1;2:1;21:1;26:1;27:1;8:1;9:1
一下子把	16:1;24:1
一不做	0:1;18:1;23:1;25:1
一世	24:3;0:2;1:2;10:2;19:2;29:2;30:2;31:2;13:1;17:1;2:1;21:1;22:1;3:1;5:1;7:1;8:1
一丘之貉	31:1
一丛	19:3;0:1;17:1;5:1
一丝	17:8;1:4;6:4;13:3;22:3;30:3;5:3;8:3;2:2;21:2;10:1;12:1;15:1;20:1;23:1;24:1;25:1;26:1;27:1;29:1;31:1;7:1;9:1
一丝一毫	21:1;24:1;30:1;6:1
一丝不挂	17:4
一丝不苟	13:1;23:1
一丝丝	25:1;30:1
一两	1:4;20:3;26:3;4:3;6:3;14:2;18:2;19:2;21:2;22:2;24:2;3:2;5:2;0:1;10:1;11:1;12:1;16:1;17:1;2:1;23:1;28:1;29:1;31:1;32:1;7:1;8:1
一两个	1:1;14:1;18:1;19:1;22:1;23:1;28:1;5:1;6:1;7:1
一两件	0:1;3:1
一两句	26:2;10:1;16:1;18:1;19:1;2:1;21:1;24:1;6:1
一两句话	10:1;16:1;18:1;2:1;21:1;26:1
一两块	4:1
一两声	17:1;4:1
一两天	11:1;12:1;20:1;3:1;31:1;6:1
一两岁	29:1
一两年	26:1
一两手	5:1
一两支	32:1;8:1
一两次	1:2;20:1
一两片	1:1
一个	24:76;9:69;1:450;12:293;20:288;31:273;7:268;26:259;21:245;10:240;2:228;5:220;19:218;30:207;6:206;27:198;3:197;23:185;32:177;17:175;29:170;13:166;18:166;16:156;8:149;14:148;11:139;4:138;22:119;28:118;25:114;15:107;0:102
一个一个把	21:1
一个三岁	12:1
一个个	1:8;25:7;15:6;31:6;8:5;10:4;13:4;17:4;32:3;21:2;22:2;3:2;30:2;11:1;16:1;19:1;2:1;20:1;23:1;26:1;27:1;29:1;7:1;9:1
一个五十岁	23:1
一个六十岁	30:1
一个劲	17:1
一个劲儿	17:1
一个包	5:1
一个十	3:1
一个十四岁	3:1
一个千	12:1;26:1
一个半	17:2;22:1
一个多	21:2;2:1;25:1;26:1;7:1;8:1
一个月	19:5;4:4;7:4;0:2;1:2;5:2;11:1;2:1;20:1;27:1;3:1;30:1;6:1
一个样	15:1;17:1
一个样儿	17:1
一个男孩	4:1
一个身	26:1;4:1
一个顶	16:1;21:1;5:1;7:1
一串	1:2;18:2;21:2;7:2;17:1;19:1;23:1;27:1;31:1;4:1
一为	12:2
一举	10:3;20:3;26:3;12:2;24:2;29:2;4:2;0:1;1:1;11:1;14:1;15:1;18:1;21:1;22:1;25:1;27:1;32:1;5:1;6:1;7:1;8:1
一举一动	10:2;24:2;0:1;12:1;14:1;20:1;27:1;29:1;8:1
一举两得	4:2;18:1;26:1
一乐	31:3;1:2
一乡	29:1
一书致	8:1
一了百了	10:1;17:1;26:1
一事	12:1;28:1;32:1;7:1
一事无成	32:1;7:1
一二	14:3;10:2;1:1;12:1;13:1;19:1;20:1;21:1;25:1;29:1;3:1;30:1;31:1
一二十	14:2;25:1;29:1
一二十个	14:1;25:1
一二十种	29:1
一二百	12:1;14:1
一五	14:1;18:1;24:1
一五一十	14:1;18:1;24:1
一交	14:1;15:1;16:1;19:1;2:1
一交而	14:1
一交跌	17:1;19:1
一亩	28:1;4:1
一亮	17:2;18:1;5:1
一亲	26:1;5:1
一人	25:4;29:3;0:2;1:2;13:2;31:2;11:1;12:1;23:1;26:1;27:1;28:1;3:1;5:1;9:1
一人之下	31:2;24:1
一人全	19:1
一人化	19:1
一人外	22:1
一人持	22:1
一人肯	25:1
一人饰	13:1
一仆	13:1
一仆下	6:1
一仆率	20:1
一从吏	25:1
一仗	17:6;31:2
一代	0:2;16:2;20:2;25:2;17:1;24:1;27:1
一以当十	31:1
一件	0:8;11:8;25:8;28:8;15:6;1:54;17:5;12:28;26:28;30:26;7:26;20:24;10:22;2:22;23:20;29:20;3:20;19:19;31:19;32:19;6:18;8:18;21:16;22:15;27:15;13:14;14:14;4:14;16:12;24:12;18:10;5:10;9:1
一份	14:9;20:7;31:7;1:5;3:5;17:4;13:3;24:3;5:3;10:2;11:2;25:2;6:2;0:1;12:1;16:1;29:1
一伏	2:1
一伙	31:5;29:3;1:2;11:1;15:1;23:1;24:1;28:1;30:1;32:1
一伙人	29:2;1:1;15:1
一伙儿	11:1;30:1
一会	12:8;28:8;15:7;27:7;16:6;23:6;24:6;18:5;22:5;7:5;14:4;0:3;10:3;11:3;25:3;26:3;30:3;13:2;20:2;29:2;3:2;32:2;31:17;21:15;5:15;1:13;4:11;17:1;19:1;2:1;6:1;8:1
一会儿	12:8;15:7;28:7;16:6;23:6;27:6;18:5;22:5;24:5;7:5;14:4;10:3;11:3;25:3;26:3;0:2;13:2;20:2;29:2;3:2;30:2;32:2;31:17;5:15;21:14;1:13;4:11;17:1;19:1;2:1;6:1;8:1
一会儿步	12:1;14:1;31:1
一传	31:1
一伸	17:1
一似	8:1
一位	29:9;13:8;20:7;23:7;7:7;0:6;10:6;31:41;2:4;25:4;19:31;24:29;8:28;14:27;4:23;1:22;18:22;3:18;12:17;30:16;6:15;11:14;26:14;28:14;17:13;21:13;27:11;16:10;5:10;32:1
一体	12:2;3:2;7:2;9:2;11:1;16:1;17:1;21:1;24:1;27:1;29:1;32:1;5:1;8:1
一侍臣	7:2;20:1
一侍臣持	20:1
一侧	31:7
一便士	1:2;19:1;31:1
一信	6:2;0:1;25:1
一倍	12:2;20:2;0:1;1:1;10:1;2:1;26:1;4:1;8:1
一做	16:1
一停	31:2;17:1
一偷	25:1
一像	4:1
一儿	31:1
一党	14:1;15:1;2:1;31:1;32:1;4:1;9:1
一共	1:6;19:5;3:4;2:3;13:2;21:2;23:2;15:1;18:1;26:1;27:1;28:1;29:1;30:1;32:1;4:1;5:1;7:1;8:1
一兵一卒	17:1;27:1
一具	27:3;1:1;10:1;12:1;19:1;2:1;3:1;32:1;5:1;6:1;7:1;8:1
一册	12:1
一冒	31:1
一军	21:1
一决	27:1
一决胜负	10:1;20:1;21:1
一决雌雄	12:1;21:1
一准	11:1;15:1;31:1
一凉	21:1
一出	15:5;1:3;14:1;16:1;17:1;19:1;21:1;25:1;27:1;3:1;4:1;7:1
一出戏	7:1
一击	2:1;32:1
一函致	12:1
一刀	31:5;17:2;22:2;24:2;29:2;14:1;15:1;19:1;2:1;26:1;27:1;3:1;32:1
一刀两断	14:1;17:1;3:1
一刀两段	24:1
一分	1:4;10:4;27:4;20:3;26:3;4:3;5:3;8:3;12:2;16:2;19:2;2:2;22:2;24:2;3:2;31:2;7:2;0:1;14:1;15:1;18:1;21:1;23:1;28:1;30:1
一分一秒	31:1;4:1
一分为二	1:1;27:1
一分钟	1:3;27:3;5:3;8:3;10:2;16:2;19:2;2:2;22:2;4:2;0:1;12:1;15:1;18:1;24:1;26:1;28:1;3:1;7:1
一切众生	23:1
一切办法	3:1;31:1;5:1
一切权利	15:1
一切照旧	21:1
一切都在	18:2;12:1;29:1
一切都是	22:4;1:3;20:3;24:3;0:2;13:2;14:2;15:2;27:2;7:2;10:1;12:1;16:1;19:1;2:1;21:1;23:1;28:1;30:1;31:1;5:1;6:1
一切顺利	1:1;11:1;13:1;19:1;25:1
一列	16:1;24:1;25:1;27:1;28:1
一别	17:1
一到	17:4;20:4;31:3;6:3;10:2;18:2;7:2;9:2;1:1;12:1;14:1;15:1;16:1;2:1;21:1;23:1;25:1;27:1;28:1;5:1;8:1
一刹	32:1;5:1;6:1;7:1
一刹那	32:1;5:1;6:1;7:1
一刺	0:1;18:1
一刻	22:5;25:5;26:4;7:3;1:2;15:2;16:2;17:2;18:2;2:2;20:2;24:2;10:1;11:1;12:1;14:1;19:1;29:1;30:1
一刻起	22:3;26:2;7:1
一刻钟	1:1;14:1;18:1;22:1;30:1
一刻间	25:1
一剑	31:9;7:4;1:3;5:3;17:2;26:2;10:1;15:1;19:1;29:1;30:1
一剧	19:1
一副	16:9;25:9;12:8;20:8;8:8;19:7;2:6;26:6;30:6;6:6;11:5;17:5;21:5;3:5;4:5;13:4;14:4;29:4;24:3;31:3;7:3;15:2;22:2;28:2;32:2;1:19;0:12;10:1;18:1;23:1;27:1;5:1;9:1
一办	20:1;31:1
一功	31:1
一动	10:3;20:3;24:3;26:3;5:3;17:2;21:2;25:2;27:2;0:1;1:1;12:1;14:1;2:1;28:1;29:1;31:1;8:1
一动不动	20:1
一包	12:1;14:1;24:1;6:1
一匹	1:9;25:8;21:5;10:3;17:3;2:3;20:3;27:3;30:3;6:3;11:2;14:2;15:2;19:2;3:2;12:1;13:1;16:1;18:1;24:1;31:1;32:1;4:1;8:1;9:1
一十	14:1;18:1;24:1
一千	29:7;30:7;17:6;9:6;11:5;16:4;18:4;27:4;13:3;2:3;24:3;4:3;5:3;6:3;0:2;14:2;20:2;26:2;3:2;7:2;1:18;31:14;19:1;21:1;23:1;28:1;32:1;8:1
一千个	9:5;2:3;27:3;29:3;1:2;14:2;17:2;31:2;20:1;21:1;23:1;28:1;3:1;30:1;4:1;7:1
一千二	31:1
一千二百	31:1
一千五	17:3;1:1;4:1
一千五百	17:3;1:1;4:1
一千件	29:1;4:1
一千倍	26:2;16:1;29:1;31:1;6:1
一千六	17:1
一千六百	17:1
一千分	16:1
一千句	3:1
一千四百	1:1
一千块	30:3;13:2;16:2;6:1;8:1
一千声	11:1
一千多	1:1
一千岁	32:1;5:1;6:1
一千年	31:1
一千条	20:1;29:1;31:1
一千次	0:2;5:2;11:1;18:1;29:1;30:1;7:1
一千遍	11:2
一半	6:9;20:8;24:8;21:6;12:4;14:4;17:4;2:4;1:3;10:3;29:3;31:3;32:3;4:3;8:3;0:2;15:2;27:2;28:2;7:2;9:2;11:1;13:1;18:1;23:1;25:1;26:1;30:1;5:1
一半儿	6:1
一卷	1:1;14:1;2:1;29:1;5:1;8:1
一厘	21:1;4:1
一厢	26:1
一厢情愿	26:1
一去	1:3;10:1;11:1;15:1;16:1;22:1;3:1
一去不回	10:1;20:1;3:1
一去不复	7:1
一双	5:8;1:7;4:7;10:5;19:5;21:5;6:5;11:4;16:4;20:4;13:3;14:3;31:3;7:3;8:3;0:2;17:2;2:2;26:2;29:2;12:1;15:1;22:1;25:1;27:1;28:1;3:1;30:1;32:1;9:1
一双眼	19:1
一反	1:3
一发	31:2;0:1;18:1;25:1
一发而不可收拾	0:1
一受	2:1;32:1
一变	20:1;3:1
一口	8:8;16:7;17:7;18:5;20:5;27:5;6:5;0:4;1:4;14:4;23:4;12:3;13:3;25:3;26:3;5:3;11:2;21:2;24:2;28:2;3:2;30:2;4:2;9:2;31:11;10:1;22:1;29:1;32:1;7:1
一口口	25:1
一口咬定	12:1;18:1;30:1;6:1;9:1
一口气	16:3;6:3;12:2;23:2;31:10;0:1;1:1;11:1;13:1;17:1;18:1;21:1;24:1;25:1;26:1;27:1;29:1;3:1;32:1;4:1;5:1;8:1
一古脑	17:2;15:1;21:1;3:1;30:1;5:1
一古脑儿	17:2;15:1;21:1;3:1;30:1;5:1
一句	17:9;18:9;3:9;32:9;4:9;10:8;13:8;15:7;22:7;23:7;29:7;8:7;9:6;24:5;14:4;19:25;31:24;21:19;1:18;5:18;28:16;6:16;2:15;25:14;7:14;12:13;16:13;30:13;11:12;20:12;0:11;26:11;27:10
一句句	16:1
一只	19:9;20:9;26:9;30:9;14:7;15:7;25:7;0:6;10:6;27:6;3:6;24:5;4:5;11:4;23:4;32:4;8:4;13:3;2:3;1:27;31:27;29:24;9:2;18:13;21:13;28:13;6:13;7:13;5:12;12:11;16:11;17:11;22:1
一叶	25:2;19:1;21:1
一叶扁舟	25:1
一号	3:3;24:2;13:1;17:1;31:1
一司	22:1
一吃	32:1
一同	15:7;25:6;19:5;9:4;29:3;31:24;13:2;14:2;16:2;17:2;28:2;0:1;1:1;11:1;12:1;18:1;2:1;20:1;21:1;23:1;24:1;27:1;5:1;7:1
一名	31:5;24:2;25:2;1:1;12:1;16:1;17:1;18:1;19:1;23:1;26:1;8:1
一吏	31:1
一向	31:7;10:6;24:6;20:5;27:5;30:4;1:3;18:3;19:3;26:3;4:3;5:3;11:2;12:2;13:2;17:2;3:2;32:2;6:2;7:2;2:11;25:10;15:1;21:1;22:1;23:1;29:1;8:1
一向如此	25:1
一听	1:1;12:1
一吹	19:1;31:1;7:1
一吻	21:5;10:4;27:4;26:3;29:3;12:2;14:2;20:2;31:2;4:2;5:2;11:1;15:1;16:1;19:1;30:1;6:1
一员	31:2;2:1
一周	0:1;1:1;15:1;24:1
一味	1:8;26:4;12:3;18:3;20:3;0:2;10:2;13:2;17:2;2:2;21:2;5:2;14:1;15:1;19:1;22:1;3:1;30:1;31:1;32:1;6:1;7:1
一命	31:4;17:2;15:1;23:1;25:1;3:1
一命呜呼	1:1;11:1;12:1;18:1;19:1
一命归天	19:1
一命归西	7:1
一命归阴	31:1
一品	1:1;26:1
一哄而散	27:1
一响	7:2;1:1;12:1;31:1
一哩	13:1;19:1;2:1;25:1;29:1;4:1
一哩路	19:4;2:4;4:2;1:1;15:1;17:1;22:1
一哭	24:2;5:1
一唱	9:1
一喜	31:1
一嘴	25:1
一四	17:1
一四一	17:1
一回	1:5;17:4;18:4;19:3;7:3;8:3;12:2;28:2;29:2;30:2;4:2;5:2;6:2;24:11;0:1;10:1;15:1;20:1;21:1;23:1;26:1;27:1;3:1;31:1
一团	28:4;31:4;11:3;1:2;2:2;21:2;27:2;5:2;13:1;17:1;19:1;20:1;22:1;24:1;32:1;4:1;7:1;8:1
一团漆黑	4:1
一团糟	27:1
一围	0:1
一国	25:4;31:3;17:2;10:1;19:1;20:1;22:1;8:1
一国之主	31:2;28:1
一国之君	31:3;25:1
一圈	17:1;18:1
一在	4:2
一场	0:8;13:8;28:8;3:8;24:7;23:6;1:36;31:33;21:21;27:18;14:16;18:16;17:15;2:15;29:15;32:15;5:15;19:14;20:14;7:14;10:13;15:13;4:13;22:12;25:12;6:12;8:12;9:11;11:10;12:10;16:10;26:10;30:10
一场春梦	22:1;5:1
一场空	10:1;12:1
一块	21:9;14:8;17:8;2:8;6:8;15:7;31:7;0:6;23:6;9:6;12:5;24:5;25:5;26:5;3:5;4:5;5:5;13:4;29:4;8:4;10:3;27:3;19:2;22:2;28:2;32:2;18:18;1:17;7:13;16:12;20:12;30:12;11:11
一块儿	18:9;11:7;14:6;16:5;30:5;1:4;17:4;2:4;20:4;21:4;6:4;0:3;15:3;23:3;12:2;13:2;4:2;5:2;7:2;9:2;24:1;26:1;28:1;31:1;32:1
一块块	7:2;1:1;17:1;20:1;5:1
一块钱	6:3;11:1;23:1;8:1
一垦	8:1
一城	31:1
一堂	17:2;1:1;22:1;8:1
一堆	1:3;10:3;15:3;20:3;29:3;18:2;21:2;25:2;27:2;28:2;7:2;12:1;19:1;2:1;26:1;3:1;30:1;31:1;8:1
一堆堆	10:1
一堵	15:5;27:2;17:1;21:1;29:1;31:1
一塌糊涂	3:1
一声	2:8;4:7;5:7;6:7;7:7;10:6;15:6;16:6;17:6;18:6;22:6;3:6;30:6;12:5;14:5;26:5;27:5;8:5;11:4;25:4;0:3;13:3;19:3;23:3;9:3;24:2;29:2;20:16;31:16;1:12;21:12;32:1
一声不响	21:2;30:2;10:1;11:1;14:1;15:1;19:1;29:1;31:1;8:1
一声令下	12:1;9:1
一声声	11:1;17:1;27:1;8:1
一壶	14:2;0:1;1:1
一壶酒	17:1;18:1;4:1
一处	28:7;32:6;15:5;20:5;16:4;21:4;27:4;5:4;6:4;10:3;12:3;2:3;29:3;8:3;13:2;18:2;26:2;3:2;4:2;9:2;31:15;1:1;11:1;14:1;19:1;22:1;23:1;30:1;7:1
一处处	15:1;18:1;20:1;32:1;5:1
一夜	12:5;23:4;25:4;14:2;17:2;7:2;8:2;1:1;11:1;15:1;20:1;21:1;24:1;28:1;6:1
一夜之间	12:1
一夜间	15:1
一大	1:4;17:4;31:4;6:4;13:3;30:3;16:2;18:2;22:2;24:2;28:2;3:2;5:2;7:2;0:1;10:1;12:1;15:1;19:1;2:1;26:1;8:1
一大半	1:1;12:1;13:1;17:1
一大块	1:2;30:1
一大堆	6:3;16:2;31:2;1:1;17:1;19:1;2:1;26:1;3:1;30:1;7:1
一大批	18:1;24:1;30:1
一大笔	10:1;28:1
一大笔钱	28:1
一大群	13:2;22:2;15:1;17:1;24:1;28:1;3:1;31:1;6:1
一大部分	31:1
一天	6:9;10:8;21:8;5:8;8:8;14:7;15:7;18:7;2:7;26:7;28:7;11:6;4:6;13:4;9:4;1:28;17:24;31:22;0:2;20:18;7:17;25:15;16:12;22:12;19:11;23:11;29:11;32:11;12:10;24:10;27:10;3:10;30:10
一天到晚	1:2;6:2;18:1;20:1;21:1;23:1;29:1;3:1;30:1;5:1;7:1
一天天	30:1;31:1
一夫	25:1
一头	29:9;13:8;3:8;4:7;7:7;10:6;16:6;22:5;14:4;23:4;5:4;12:3;20:3;28:3;15:28;1:21;27:2;31:2;8:2;11:13;26:13;9:13;19:12;18:11;2:11;30:11;32:11;6:11;0:10;17:10;21:10;24:1;25:1
一套	17:7;21:6;11:3;2:3;23:3;26:3;24:2;3:2;9:2;0:1;12:1;16:1;25:1;27:1;29:1;30:1;4:1;5:1;8:1
一女	15:1
一子	3:2;25:1
一子一女	25:1
一字	15:1;25:1
一字不漏	30:1;7:1
一学	17:1;25:1
一宗	11:1;31:1
一官	5:1
一官半职	11:1
一定	30:86;1:84;4:80;6:80;3:72;2:69;16:61;5:61;0:58;26:58;21:57;24:53;8:51;12:48;14:47;7:43;10:42;13:42;29:42;32:42;23:41;28:36;20:35;9:31;19:30;15:26;25:25;11:22;22:22;27:20;17:17;31:149;18:110
一室	12:9;27:9;0:8;1:8;11:8;23:7;30:7;6:7;8:7;18:6;7:6;22:5;13:4;25:4;4:4;14:3;16:3;20:3;10:20;17:2;2:2;21:2;29:2;5:2;3:16;31:15;24:1;26:1;32:1;9:1
一宵	10:1;2:1;27:1;8:1
一家	1:8;14:4;25:3;18:2;29:2;3:2;31:2;4:2;9:2;0:1;12:1;16:1;22:1;23:1;30:1;5:1;7:1;8:1
一家人	25:2;0:1;12:1;16:1;22:1;4:1
一家子	31:1;8:1
一家家	1:1
一宿	11:1
一寸	12:2;21:2;10:1;26:1;4:1;7:1
一对	4:8;28:7;2:6;16:5;18:5;29:5;30:5;31:5;1:4;17:4;12:3;13:2;20:2;25:2;27:2;9:2;11:1;19:1;21:1;26:1;32:1;5:1
一对一	16:1;31:1
一对对	16:1;28:1
一封	11:7;19:7;2:7;7:7;1:5;21:5;12:4;26:4;29:4;3:4;5:4;0:3;6:3;10:2;13:2;27:2;32:2;8:2;20:13;18:11;16:1;24:1;25:1;31:1
一封信	18:7;19:6;2:5;11:4;7:4;21:3;6:3;10:2;13:2;3:2;5:2;20:10;0:1;1:1;12:1;24:1;26:1;29:1;31:1;32:1;8:1
一尊	10:3;24:3;19:2;21:2;27:2;8:2;0:1;1:1;13:1;14:1;15:1;2:1;23:1;29:1;31:1;32:1;5:1;7:1
一小	15:2;1:1;12:1;2:1;7:1;8:1
一小块	1:1;7:1;8:1
一小部分	12:1;2:1
一尘不染	10:1;12:1;15:1;19:1
一尝	14:1;17:1;18:1;28:1;31:1;8:1
一尺	14:1
一尽	25:1
一尾	10:1
一局	17:1;7:1
一层	31:7;24:4;0:3;7:3;20:2;27:2;1:1;12:1;17:1;21:1;22:1;30:1;32:1;8:1
一届	31:1
一岁	19:2;4:2;16:1;20:1;23:1;8:1
一岩	12:1
一巡	22:1
一巨箱	12:1
一巴掌	25:1
一帆	4:1;8:1
一帆风顺	14:1;2:1;21:1;26:1;31:1;8:1
一帜	21:1
一带	0:1;1:1;12:1;17:1;21:1;25:1;32:1;4:1
一帧	13:1;5:1
一席	1:2;10:1;24:1;27:1;29:1;3:1;31:1;7:1
一席话	31:1
一帮	31:7;9:2;24:1;3:1;32:1
一帮人	31:4
一幅	13:6;7:4;1:2;11:2;12:2;25:2;0:1;14:1;15:1;16:1;19:1;2:1;22:1;28:1;29:1;30:1;5:1
一幅幅	16:1
一幕	19:4;22:4;10:3;26:3;31:3;32:3;7:3;1:2;12:2;14:2;2:2;23:2;25:2;27:2;28:2;29:2;30:2;0:1;11:1;13:1;15:1;16:1;17:1;18:1;20:1;21:1;24:1;3:1;4:1;5:1;6:1;8:1;9:1
一幢	2:1;27:1
一干	17:2;18:1;31:1
一干二净	17:2;18:1
一干人犯	31:1
一年	19:7;23:5;8:5;1:4;6:4;0:3;31:3;5:3;17:2;26:2;3:2;30:2;10:1;16:1;18:1;20:1;22:1;24:1;25:1;28:1;4:1
一年到头	3:1
一年半载	22:1
一年四季	1:1
一并	13:1;25:1
一床	26:5;6:2;28:1
一度	1:4;12:3;24:3;25:2;19:1;20:1;27:1;8:1
一座	26:8;31:8;5:8;1:7;27:7;8:7;29:6;13:5;17:4;20:4;21:4;32:4;10:3;12:3;18:3;2:3;22:3;28:3;3:3;30:3;7:3;15:2;23:2;25:2;4:2;6:2;14:1;16:1;24:1;9:1
一座座	26:1
一开	0:1;25:1;26:1
一式	3:1
一式一样	3:1
一张	19:9;20:7;1:6;16:6;17:6;26:6;12:5;31:5;23:4;24:4;3:4;5:4;10:3;11:3;22:3;29:3;30:3;32:3;9:3;13:2;15:2;21:2;27:2;4:2;7:2;8:2;6:12;0:1;14:1;18:1;2:1
一张白纸	17:1
一弯	0:2;31:1
一弹	25:1
一当	25:1
一当千	25:1
一役	17:1;2:1;25:1
一往	1:3;13:1;19:1;30:1;32:1;5:1;8:1
一往情深	30:1
一往无前	1:1
一往直前	1:1;13:1;19:1;32:1
一律	13:4;24:2;10:1;17:1;23:1;26:1;28:1;3:1;32:1
一得	19:1;20:1
一得之愚	20:1
一心	31:9;17:5;25:5;6:3;2:2;28:2;29:2;1:1;12:1;19:1;21:1;30:1;7:1
一心一德	2:1
一心一意	6:3;29:2;1:1;12:1;2:1;28:1;30:1
一念	25:1;8:1
一念之差	25:1;8:1
一忽儿	17:2;25:1
一怒	25:2;31:1
一怒之下	17:1;26:1
一怒而去	13:2;30:1
一息	7:2;10:1;19:1;27:1;32:1;8:1
一息尚存	19:1;7:1
一恼	10:1
一悲一喜	28:1
一惊	24:1;25:1;8:1
一想	23:2;7:1
一意	6:3;1:2;29:2;12:1;2:1;27:1;28:1;30:1
