猜猜	23,31
汪汪	0,15,18,31
汪洋	0,2,10,14,15,16,17,29,31
汪洋大海	10,14,16,17,29,31
汲水	27
汹汹	7,9,13,15,17,18,20,24,27,28,29,31,32
汹涌	0,1,2,5,6,8,11,13,17,20,21,22,24,26,27,29,31,32
汹涛	26
汽枪	17
沃壤	1,20
沉	5,10,22,24,26
沉下	4,5,10,18,30,32
沉下去	4,5,18,32
沉入	25,31
沉冤	7
沉到	7
沉寂	1,25,26,29,30
沉忧	15
沉思	1,8,16,20,23,24,25,29,31
沉思默想	25
沉是	1
沉毅	6
沉沉	3,5,11,12,15,17,18,20,21,22,25,28,29
沉沉的	3,17,25
沉沙	31
沉没	9,11,13,17,21,24,26,27,28,29,32
沉沦	5,7,13,22,23,26,31,32
沉浮	8
沉浸	0,1,15,19,22,26
沉湎	17
沉溺	9,10,13,28
沉溺在	10,13,28
沉滞	27
沉疴	30
沉痛	1,2,5,20,22,24,25,27,31
沉眠	25
沉着	25
沉稳	10
沉舟	28
沉船	8,24
沉迷	10,20,30
沉迷不悟	20
沉迷在	30
沉郁	27
沉醉	15,19,21
沉醉于	21
沉醉在	15
沉重	1,2,3,4,5,6,7,8,9,10,11,12,15,19,20,22,24,25,27,30,31,32
沉闷	1,19,21,24,30
沉鱼落雁	19
沉鸷	2
沉默	1,2,6,7,11,12,16,23,25,26,27,29
沉默寡言	23
沐	1,10,13,27
沐浴	2,12,17,19,22,23,31
沓	25
沙	7,8,12,24
沙上	29
沙内	12
沙发	15
沙哑	9
沙囊	31
沙土	21,29,31
沙地	29,31
沙场	3,10,13,17,21,22,29,31
沙子	17
沙尘	5
沙岸	31
沙滩	1,6,8,11,13,15,17
沙漏	6,12,31
沙漠	6,17,21,26
沙着	6
沙石	16
沙砾	11
沙碛	12,26
沙里	6
沟壑	10
沟渠	2,20
沟通	1,4,7
沟里	18,22
没	0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31
没上	17
没个	7,17
没事	1,2,6,14,17,19,23,26,28
没人	0,6,17,22,31
没人会	0
没人信	31
没人要	6
没人道	22
没什么	11,17,19,24,28,30
没份	31
没作哩	1
没入	6
没关	3,14,16,17,31
没关系	3,14,16,17,31
没出	1,2,4,5,10,12,18,25
没出息	1,2,4,5,10,12,18,25
没到	9,18,28
没劲	0,11,19,24
没叫	24
没吃肉	31
没命	2,9,15,17,27
没多大	17
没头	0,1,5,8,12,15,17,18,28
没头没脑	0,1,5,8,12,17,18,28
没头脑	0
没完	3,17
没少用	24
没工夫	9,17
没干	24,31
没得	1,5,17,23
没得说	1,5
没得说的	1,5
没心	17
没心肝	17
没想	1,5,17,24
没想到	1,5,17,24
没意思	5,28
没收	6,7,9,10,12,16,23,24,27,31
没救	19
没旁	17
没有	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
没有冬天	10
没有勇气	2,16,29,31
没有学问	11,14
没有止境	22
没有碰过	23
没有规矩	11,24
没有话说	1,6,20,22,26
没有防备	2
没来	15,17,23
没来由	15,17,23
没没无闻	21
没法	1,3,5,6,15,17,19,23,24,30,31
没法子	5,24
没法用	17
没淹	23
没用	4,13,14,17,20,23,27,31
没病	23
没真	17
没福	9
没称	19
没精打采	1,31
没结	17
没胆	1
没能	17,31
没脑子	21
没脸	9
没脸见人	9
没落	1,2,10,13,20,21,27,32
没见	5,15,24,31
没规矩	24
没角强	16
没说	1,11,19
没趣	0,1,3,7,14,19,28,31
没路	31
没过	25
没透	28
没造化	18
没钱	1,30
没错	3,9,17,23
没错儿	17
没长	20
没闭	17
没顶	11
没骨头	17
没齿	3
没齿不忘	3
沥	13
沥胆	26
沥青	1,28,31
沦为	0
沦于	4,28
沦亡	13,15,31
沦夷	22
沦没	8
沦陷	31
沧桑	1,14,21,29
沧海	1,22
沫	31
沮	31
沮丧	2,7,24,27,31
河	1,17
河中	32
河之滨	7,29
河叫	17
河岸	1,24,32
河床	28,31
河底	18
河来	20
河水	1,10,11,12,17,18,26,27,31
河流	1,2,17,20,24,28
河畔	1,10
河起	1
河身	30
河边	10
河道	1,2,24,31
河里	17,18,23
沸	22
沸为	22
沸天	13
沸水	21
沸汤	26
沸沸	5
沸沸扬扬	5
沸腾	1,6,8,10,17,27
油	1,3,9,18,24,28
油嘴	11,18,19,22
油嘴滑舌	11
油垢	19
油太多	18
油头滑脑	1
油头粉面	1,18
油干焰	27
油彩	2,30
油水	1,4,8,9,17,26
油油	17
油滑	13
油漆	4,20
油漆匠	20
油灯	7,9,31
油然	17,28
油然而生	17
油煎	4
油盐	26
油矿	1
油脂	1,31
油腔	19,21
油腔滑调	19,21
油腻	2,9,10,16,18
油膏	2,7,13,21,22
油酱	30
治	0,1,2,13,16,20,26,30,31
治下	17
治伤	31
治军	1,2,26
治国	8,24
治好	3,16,24,28,31
治安	1,2,5,9,13,18,26,31
治安工作	1
治家	7,12,23
治得	23,31
治愈	1,2,3,12,19,20,21,29
治服	14
治治	9
治理	17,23,25,27,28,31
治疗	3,5,8,21,22,26
治病	1,2,3,17,18,22,24
治绩	23,27
治罪	31
沼地	9,15,20,22
沼泽	2,20,25,28,31
沼泽地	25,28
沽名	21
沽名钓誉	21
沾	0,1,2,3,5,6,7,10,12,13,14,16,20,21,22,25,26,27,28,29,31,32
沾不进	11
沾些	29
沾到	2,10
沾取	3
沾唇	10
沾染	2,4,14,15,17,19,23,24,25,31
沾染上	15
沾染到	14
沾沾自喜	2
沾润	10
沾湿	0,20
沾满	15
沾濡	12,23,31
沾辱	29
沿屋	27
沿岸	4,8,10
沿海	10
沿海居民	10
沿街	5,14,26
沿路	31
沿途	17,27
沿门	9
沿门乞讨	9
泄	3,4,17
泄吐	11
泄愤	25,32
泄欲	29
泄气	31
泄漏	1,2,3,4,5,7,14,15,17,18,19,21,22,23,25,26,27,29,32
泄露	0,1,3,4,7,8,22,24,26
泅到	32
泅水	20
泉	15,30
泉下	4
泉壤	1,12
泉水	14,16,21,24,28,29,31
泉涌	31
泉源	27
泉畔	15
泊	12,20
泊来	1
泔水	31
法	4,7,8,17,20,24,31
法书	29
法二国	6
法令	1,2,6,8,19,25,31
法儿	0
法兰	3,5,6,12,15,17,18,19,20,24,30,31
法兰克	6,24
法兰西	3,5,12,15,17,18,19,20,30,31
法兰西斯	3,5,15,30
法兵	17
法典	17,19,24,25
法军	17,20,27,31
法则	1,17
法力	1,2,4,12,13,22,28,30,31
法力无边	28,31
法厄	5,31
法国	1,3,5,6,7,8,9,12,15,16,17,18,19,20,22,23,24,25,27,30,31
法国人	1,3,6,7,12,17,18,24,25,27,30,31
法国式	5,17,19
法堂	31
法境	31
法子	0,1,2,3,5,6,7,8,10,11,12,13,14,15,16,18,20,21,22,24,26,27,28,30,31
法学	1,6,24
法学博士	6,24
法学院	1
法官	1,2,4,6,12,13,16,17,18,20,23,24,25,26,27,29,31
法官大人	1
法定	27
法定代理	27
法宝	17,21,31
法师	9,17,31
法度	17
法庭	4,6,14,18,20,24,26,29
法律	0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,17,19,20,21,22,23,24,25,26,27,29,30,31,32
法律制裁	31
法律条文	6
法律界	6
法律顾问	1
法想	23
法文	0,3,17,27
法服	4,29
法朗	24
法术	1,4,7,16,21,22,28
法权	24,31
法案	31
法治	6
法王	17,25,31
法理	20,25
法纪	1,5,12,20,23,25,27
法网	1,6,8,13,17,23,24
法老	1,30
法老王	1
法者	2
法螺	0,1,19,26
法衣	20,28
法警	29
法语	17,24
法诺	6,28
法象	31
法赛	10
法辅	1
法院	1
泛出	4,29
泛泛	7,10
泛泛之交	10
泛滥	1,4,10,12,13,15,17,20,21,25,26,29
泛起	17
泡	15
泡影	1,11,25,31
泡成	25
泡沫	1,4,12,13,16,17,22,28,29
泡疹	21
波	1,3,4,6,9,16,17,21,29,31
波上	16
波下	6,16
波于	1
波亚叠	31
波光	31
波兰	7,9,23
波兰人	7
波动	4
波勒	31
波匹律斯	32
波及	1,16,27
波吕	21
波吕克塞娜	21
波塞	12
波士	25
波娜	25
波尔	1,27,31
波尔多	1,27,31
波希米亚	4,23
波心	19,29
波拉	30,31
波携篮	6
波斯	0,1,2,3,6,7,8,9,20,21,29,32
波斯王子	6
波旁	17,31
波林	1,27,31
波洛	7
波洛涅斯	7
波浪	0,20,26,28,32
波浪式	32
波涛	0,5,6,8,10,11,13,19,20,21,22,24,26,28,29,31,32
波涛汹涌	11
波特	25
波琳	24
波琳生	24
波福	31
波罗	4,8,14,15,19,20,21,29
波蒙	17
波蒙德	27
波里	12
波重	16
波铎	24
波顿	15
泣	23,31
泣不成声	24,25
泣血	1,13,23
泥	7,10,15,22,29,30
泥偶	14
泥土	1,5,6,7,10,11,13,15,20,21,22,23,24,25,26,27,28,29,30,31,32
泥坂上	15
泥坑	3,19,29
泥块	1,12,13,17,27,28
泥塑	30
泥塑木雕	30
泥塘	17
泥墙	12,29
泥尘	19
泥巴	24
泥水	7,17,31
泥水匠	7,17,31
泥污	0,17
泥沙	11
泥沟	10
泥沼	5,26
泥泞	1,14,17,19,20,25
泥浆	20,31
泥涂	32
泥潭	19,20
泥胶	15
泥腿	31
泥腿子	31
泥里	7,17
注	7
注入	6,7,12,29
注出	19
注在	30
注定	1,3,5,6,7,8,9,10,11,13,17,18,20,24,25,26,27,28,30,31,32
注家	0
注射	8,10,31
注意	0,1,2,3,4,7,8,10,11,12,13,14,16,17,19,20,21,22,23,24,25,26,27,28,29,30,32
注意力	7
注满	10,27
注瓣	3
注目	1,2,4,7,8,10,12,19,21,27
注视	1,4,6,7,11,13,16,19,22,23,24,27,31,32
注解	7
注释	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,31,32
注销	27
泪	10,11,13,14,15,16,24,25,26,27,29,30,31
泪下	8
泪人	5,7,20,21
泪人儿	5,7,20,21
泪作	19
泪儿	11
泪如泉涌	31
泪如雨下	7,29
泪来	10,11,13,15,20,26,28,29
泪水	0,2,4,15,16,17,20,24,25,27,31
泪汪汪	15,31
泪泉	21
泪流	2,21,25,30
泪流满面	2
泪海	2,5
泪涛	9,13,14,15,29
泪液	27
泪滴	1,7,22,32
泪潮	11
泪点	6,13,19,20,29
泪珠	8,10,11,16,19,20,21,24,25,27,29,32
泪痕	5,29
泪眼	6,27
泪雨	19,21,25,29
泪颜	12
泯	32
泯没	8
泯除	13,22
泰	10,13,32
泰伦	13
泰伦来	13
泰伦用	13
泰保	17
泰利	8
泰勒	32
泰勒斯	32
泰尔	8
泰山	22
泰晤士	17,18,31
泰晤士河	17,18,31
泰来	8
泰然	2,7,10,22,31
泰然自若	22,31
泰特	0,2,13,29
泰福	1
泰索斯去	32
泰维娅	10
泰维娅率	10
泰莎	8
泰莎上	8
泰莎同	8
泰莎展动	8
泰门	13,19
泰门备	13
泻下	20,28
泻下来	20
泼	14,18
泼勃力	10
泼口	24
泼墨	19
泼夫	1
泼妇	0,1,4,6,7,14,31
泼妇骂街	7
泼皮	3
泼货	0
泼辣	14,17,18,31
泼辣辣	18
泽	32
泽兰	4
泽及	4,8,30
泽及后人	8
泽国	8
泽地	25,28
洁	28
洁净	28
洁白	4,6,7,10,12,13,15,17,19,21,23,25,27,29
洁白无瑕	23
洁白无疵	29
洁身	12
洁身自好	12
洋娃娃	14
洋洋	7,17,21,25,30,31
洋洋得意	25,31
洋洋洒洒	30
洋溢	7,8,10,19,22,25,27,31
洋溢着	7,10,27
洋葱	10,15
洋钱	11,15,17,23
洒	1,5,10,12,13,15,21,24,25,31
洒下	9,17,25,27,28,29
洒入	32
洒出	31
洒泪	31
洒洒	30
洒满	1,18,31
洒进	31
洒遍	4
洗	1,2,4,5,11,13,14,16,17,18,25,27,29,30,31,32
洗不掉	27
洗不软	23
洗个	2,16,18
洗些	18
洗儿	9
洗净	2,4,10,17,19,22,31
洗刷	0,2,4,9,10,13,16,21,23,24,27,29,31
洗劫	25
洗去	19,27
洗城	31
洗头	14
洗尘	14,22,29
洗尽铅华	19
洗心	0,1,17,23,28
洗心革面	0,1,17,23,28
洗手	5,8,14,22,25,29
洗手不干	8
洗拭	7
洗掉	31
洗擦	31
洗洗	1,9,18
洗涤	1,5,7,15,19,25
洗清	1,12,24
洗皮	13
洗着	15
洗碗	28
洗礼	4,6,17,24,27
洗耳	0,1,3,11,17,19,32
洗耳恭听	0,1,3,11,17,19
洗脸	8
洗衣	16,18
洗衣服	18
洗过	5,20,30
洗雪	2,15,17,25,27
洗面	23,25,27
洛	1,21,24,25
洛伊	0,6,14,16,19,21,30
洛伊罗	21
洛克	1,6,15,24,25,27,29,31
洛克里	15
洛利堡	27
洛哲罗	4
洛多	3
洛度	23
洛彻	1,24
洛斯	0,1,7,10,15,21,22,23,25,27,28,29,31
洛林	17
洛特	6
洛缪	14
洞	1,11,12,14,29,32
洞中	12
洞儿	5
洞口	12,28,29,31
洞外	29
洞天	30
洞天福地	30
洞如观火	31
洞室	28
洞察	22,26
洞府	1,5,9,29
洞房	2,3,8,24
洞房花烛	3,24
洞明	4
洞洞	7
洞穴	5,13,27,31
洞穿	12,15,23,32
洞窟	0,12,17,28,31
洞箫	30
洞若观火	31
洞藏起	25
洞边	10
洞里	2,12,13,16,18,20,28,29
洞门	12,22,28
津津	1,4,19,27,29,31
津津有味	4,19,27,29,31
津贴	31
洪亮	21
洪恩	27
洪水	1,3,7,8,9,16,17,29,32
洪水泛滥	1,17
洪流	2,25
洪福	31
活	0,1,2,3,4,5,6,7,8,10,12,14,15,16,17,20,21,22,23,24,25,28,29,30,31,32
活上	3
活下去	3,4,6,7,10,13,16,17,22,24,25,26,31,32
活不下去	4,5,16,30,31
活不了	25
活不成	2,4,10,15,16,20,25,31
活人	1,3,7,8,12,13,20,22,24,31,32
活体	4
活像	1,4,7,8,10,12,14,16,17,19,20,22,26,29,30,31
活儿	1,3,8,14,17,23,26,31,32
活到	3,5,9,12,14,20,21,24
活到老	12,20
活剧	19,21,26
活力	1,2,10,26,29,31
活动	1,3,4,7,12,13,15,17,19,20,21,22,23,24,26,27,28,29,31
活受	31
活受罪	29,31
活命	0,1,2,3,4,5,6,7,8,10,11,12,13,14,16,18,20,21,22,23,25,26,27,29,30,31,32
活在	4,5,6,14,22,23,27,29,30,31,32
活地狱	28
活埋	7,18,30
活够	31
活寡	14
活得	4,6,18,20,22,23,25,28,31,32
活得够	22
活得成	20,25
活捉	10,25,31,32
活是	28
活来	5,18,28
活死人	9,31
活水	5
活泼	0,1,2,4,5,6,7,10,15,19,25,31,32
活泼泼	4,10,15,25
活活	1,4,5,6,8,10,12,13,20,21,22,26,29,30
活活泼泼	4
活灵活现	10
活现	0,3,10,14,15,17,18,21
活生	0,7,12,13,25,27,29
活生生	0,7,12,13,25,27,29
活看	11
活着	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,22,23,24,25,26,27,28,29,30,31,32
活菩萨	14
活见鬼	17
活该	2,3,10,12,18,20,24,28,31
活起	8,12,16,24,29
活跃	5,12,17,21,23,24,28
活路	6,22
活过	10,11,22,26,30
活过来	10,11,30
活龙活现	15,17,18
派	0,1,2,3,4,5,7,10,11,12,15,17,18,19,20,21,22,23,24,25,26,27,30,31,32
派人召	4
派人来	1,17,24
派作	1
派兵	20,31
派出	1,17,22,25,31
派头	3
派往	7
派来	1,4,17,24,25,31
派系	31
派萨穆	31
派遣	1,7,9,12,24,25,27,31
流	0,1,2,3,4,5,6,7,10,11,13,16,18,21,22,24,25,26,27,29,30,31,32
流下	2,4,5,6,8,12,15,16,20,25,27,29,31
流下来	4,15,29
流下泪来	27
流不出	25,27
流个	16
流之潺	18
流于	7,19,24
流些	8
流亡	12,16,25,27,29,31
流亡国外	27
流亡者	29
流产	19,25,31
流人	16,19
流传	1,10,12,17,18,24,25,30
流传下去	25
流传开来	17
流出	2,13,17,20,24,25,27,31
流出去	24
流利	0,11,19
流到	16
流动	0
流去	16
流太多	1
流完	29
流尽	1,22,25,29
流干	25
流徒	5,27
流放	16,25
流星	1,5,21,24,27
流毒	2,3
流氓	1,2,4,13,14,17,18,20,24,25,30,31
流水	1,2,4,10,12,13,14,16,17,23,26,29,31,32
流汗	1,7,26,27,32
流沙	6,31
流泉	5,29
流泪	1,2,3,5,7,8,10,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,30,31,32
流浆	19
流浪	13,15,16,18,20,26,27,29
流浪者	27
流涎	8
流涕	1,5,6,8,10,15,16,20,26,30,31
流满	2,14,20
流火	20
流盼	6
流眼泪	6,16
流着	1,2,4,5,6,8,13,14,17,20,21,22,24,27,29,31,32
流着泪	4,10,12,14,27
流离	0,8,31
流离失所	0,31
流芳	29,31
流苏	14,21
流萤	15
流落	20
流血	0,1,2,4,5,6,7,10,12,13,16,17,20,21,22,24,25,26,27,29,31,32
流行	1,5,7,11,14,18,19,27,30
流言	1,8,9,22,23,29
流言蜚语	9,29
流走	24
流起	6,10,11,13,28,30
流转	0,15
流过	1,2,7,11,20,25
流连	7,8,27,28
流连忘返	7,27
流通	23,25
流露	1,5,7,8,10,13,16,17,19,21,22,25,26,27,28,29,30,32
流露出	1,8,13,17,21,25,26,32
流露出来	13,17,26,32
流鼻血	6
浅	10,12,16,22,23,25
浅哩	1
浅滩	22,24
浅绿	18
浅绿色	18
浅薄	0,1,7,11,16,17,19,20,23,25,30
浅近	13
浅陋	9
浆	20,22
浆果	10,28
浆洗	31
浆糊	18
浇	8,26,31
浇上	31
浇下	5
浇去	9
浇在莠草	7
浇尽	10
浇息	29
浇愁	1
浇水	13,14
浇洒	0,7,15,20,27,29
浇溉	5,27
浇灌	1,12
浇灭	24,31
浇熄	2,7,22,27,28,29
浇肥	1
浊气	26
测	22,23
测度	12,19,20,21,22
测计	16
测量	1,10,17
测量师	1
测高	13
济	23,25,31
济世	23
济济	21,26,27
浏览	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
浑噩	12,17,19,22,23
浑圆	9,20
浑浑	12,17,22,23
浑浑噩噩	12,17,22,23
浑话	24
浑身	1,2,3,5,7,9,10,13,14,15,16,17,18,19,21,22,23,24,25,28,29,30,31,32
浑身上下	24
浑身发抖	5,9,13,14
浑身是胆	17
浓	4,6,8,11
浓厚	21
浓密	20,30
浓淡	0
浓淡适中	0
浓烈	1,4,6
浓烟	16,22,31
浓艳	16
浓荫	29,30
浓装	9
浓装艳抹	9
浓重	10
浓阴	11
浓雾	15,29
浦托	3
浦路	10,26
浩大	1,2,17,27
浩如	13,19
浩如烟海	13,19
浩浩	1,17,21,27,32
浩浩荡荡	17,21,32
浩渺	5,9
浩瀚	16
浩然	12
浩荡	17,21,28,32
浪	5,11,14,21,27
浪人	3,27
浪博	19
浪头	1,8
浪子	0,1,4,6,8,9,10,11,12,13,14,16,18,21,27,32
浪子回头	4
浪巅	25
浪得	20
浪打	22
浪掷	0,26
浪柳	9,23
浪正	32
浪沫	32
浪涛	8,17,25,28,29
浪游	7,15
浪漫	0,4
浪潮	1,25,28
浪狂	28
浪相	14
浪者	27
浪花	4,8
浪荡	7,8,11,23,24,27
浪荡子	8,23
浪蝶	6
浪语	9,30
浪费	0,1,2,5,6,7,8,10,12,13,15,16,17,21,23,24,26,27,28
浪费时间	1,6,26
浪迹	25
浮	1,13,18,25
浮世	13
浮于	10
浮云	1,10,19,22,25,27,29,31
浮华	1,13,16,19,21,25,27
浮名	19,24
浮在	0,31
浮士	24,31
浮夸	21,24
浮尸	18
浮影	25
浮文	32
浮标	20
浮沉	0,12,25,29
浮沙	10
浮渣	20,28
浮现	25
浮生	0,8,26
浮着	10
浮而不实	17
浮艳	7
浮荡	17
浮薄	19,27
浮起	7,22,30
浮雕	25
浮面	25
浴	14
浴池	13
浴洗	1
浴血	1,10,22,26,31
海	0,4,5,8,10,28,29
海上	1,4,5,6,7,8,10,12,13,14,15,19,22,24,26,27,28,31,32
海中	4,5,6,8,10,11,12,15,23,24,27,28,31
海丽娜	3,15
海伦	3,5,12,14,15,16,21,31
海伦娜	31
海军	1,10,17,31
海军上将	17,31
海口	3,4,10,14,21,26
海司	1,25,31
海味	31
海啸	21
海外	1,6,7,8,17,19,25,31
海天	26
海岛	11,26,28
海岬上	15
海岸	1,4,6,8,10,12,17,18,19,25,26,27,28,31
海岸边	25
海峡	6,11,16,17,26,31
海市	28
海底	1,8,11,15,17,21,22,25,26,28,29
海心	10,28
海怪	6,11,20
海战	0,10
海是	13
海枯石烂	19
海标	2
海水	0,1,4,7,8,11,12,13,19,20,21,22,25,26,27,28,29,31
海沉	28
海洋	0,6,8,9,10,11,12,14,17,21,24,25,28,29,31,32
海浪	0,1,7,8,21,28,31
海涛	4,8,13
海深	29,31
海港	1,12,26
海湾	16,21,27
海滨	0,2,4,5,6,8,13,15,20,28,31
海滩	6,12,17,20,25
海潮	8,12,16,19,28,29
海瑞	1,24,25,27,31
海疆	10
海盗	0,7,8,10,23,25,28,31
海盗船	7
海神	1,4,8,10,12,21,27,28
海绵	7
海船	8,28
海草	28
海角	5
海誓	0,5,11,17,31
海誓山盟	31
海豚	0,3,8,15
海边	4,6,8,10,13,15,26,28
海里	7,8,9,10,12,17,20,26,28,29,30,31
海阔天空	1
海陆	8,10
海陆空	8
海面	0,2,6,8,9,15,21,25,28
海鱼	25
海鸥	13,28
浸	5,14,17,28,32
浸在	1,32
浸染	22,27
浸没	10,20,26
浸润	22
浸满	14
浸炼	26
浸着	4
浸胖	18
浸过	16,26,28
浸透	10,17,25,29
涂	1,5,7,15,16,20,22,27,28,30,31
涂上	4,9,18,24,30
涂刷	20
涂去	2
涂得	0,6
涂成	14
涂抹	1,22
涂掉	11,23
涂染	1,2,5,19,21,29
涂满	16,19,31
涂炭	2,17,31
涂着	1,15,29
涂脂	4,7,12,15,20
涂脂抹粉	4,7,12,15,20
涂膏礼	7
涂色	23
涂过	25
涂首	25
涅	2,4,6,8,11,19,21,29,31
涅斯	10
涅斯上	10
涅斯下	10
涅斯同	10
涅瓦	12
消	1,7,9,15,18,30,31
消一	25
消一消	1,30
消亡	8,24
消体	5
消到	17
消化	0,9,13,21,24,27,31
消化不良	9
消受	9,14,19
消失	0,1,2,4,5,7,8,9,10,11,12,13,15,20,21,22,25,26,27,28
消失下去	8,10
消对	31
消干	17
消度	3,4,8,11,16,29
消弭	1,29
消息	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
消愁	8,22,31
消把	16
消散	4,7,17,25,28,31
消是	25
消有	24
消朝	17
消歇	5
消气	18
消沉	0,4,12,15,29,31
消消	12,18,30
消消气	18
消灭	1,3,7,13,17,20,22,23,24,26,29,31
消灾	14,18,23
消烬	4
消略	1
消瘦	1,4,5,8,27,32
消看	25
消磨	1,7,15,17,25
消磨岁月	25
消缩	1
消耗	1,15,19,21,27,30
消能	25
消解	13,28
消议	25
消费	6,21
消退	16
消逝	4,8,12,15,16,21,24,25,31
消遣	0,4,7,9,12,14,16,19,20,25,31
消释	13,17,20,23,25
消问	25
消除	13,17,18,24,25,27,31
消除隔阂	25
消隐	5,32
涉世	11,12
涉世未深	11
涉历	21
涉及	17
涉猎	10
涉血	22
涉讼	1,2
涉足	9,27
涌	20,23,24,31
涌上	25
涌出	24,25,32
涌到	32
涌向	17,31
涌泉	31
涌流	26
涌现	25
涌进	24
涌进来	24
涎	14
涓滴	3
涔涔	5
涕泗	10,11,31
涕泗交流	31
涕泗横流	10,11
涕泣	13,29
涕泪	31
涕泪交流	31
涕零	3,5,13,30
涟	31
涟漪	1
涣散	10,12,31
涤清	5
涤除	17
润喉	1
润泽	27
润湿	3,11
润色	11
涨	1,4
涨价	1
涨到	30
涨断	10
涨潮	1,17
涨落	29
涨起	28
涨起来	28
涨退	5
涩	26
涯	8
涯际	30
液体	31
液汁	5,24
液滴	7
涵义	6
涵养	1,5,17,18,21
涵容	19
涵意	8
淆乱	7,21
淋	1,20
淋在	10
淋洒	29
淋浪	5
淋淋	0,1,5,6,15,17,20,22,25,29,31
淋湿	20,28
淋漓	5,15,22,29,31
淋着	12,20,25
淋雨	19,20,27
淌	1,8,12,14,17,19,20,22,26,31
淌出	31
淑	19
淑女	3,8,10,14,19,24
淑德	20,31
淘不出	20
淘气	5,6,7,10,14,15,16,18,19,30
淘汰	1
淡	1,14
淡水	17,18,28
淡水河	18,28
淡泊	23,29
淡淡	2,10
淡淡地	2
淡烟	28
淡然	28
淡红	19
淡红色	19
淡而无味	1,8
淡菜	13
淡蓝	30
淡蓝色	30
淡薄	3,7,12,21
淡酒	1,13,31
淡雅	15
淤泥	27
淫	7,13,26
淫乐	1,8,10,13
淫乱	10,12,22,25,31
淫佚	22,23
淫君	4
淫妇	0,4,7,9,10,12,13,20,23,26,29,30,31
淫威	1,25,27
淫娃	3
淫娃们	12
淫媒	7,21,23
淫恶	13
淫情	6
淫曲儿	18
淫棍	1,3,18,21,23,31
淫欲	3,7,10,13,17,18,21,22,25,26,29
淫毒	18
淫污	1,13,26
淫浪	6,13
淫猥	23
淫眼	25
淫秽	7,13,19
淫花	9
淫荡	1,3,7,10,13,20,21,23,26
淫贱	4,14,30
淫贼	18,23
淫邪	3,4,7,9,12,20,21,23,26,30
淫靡	27
淫风	20
深	0,1,5,6,7,8,9,10,11,12,16,17,18,20,21,22,25,27,28,30,31,32
深不可测	1,11,28
深为	31
深之辈	12
深井	27
深些	16
深仇	6,25,29,31
深仇大恨	31
深仇宿怨	6
深信	1,2,8,12,13,17,18,20,25,29
深信不疑	1,12,18,25,29
深入	4,7,10,11,20,25,29,32
深切	0,3,4,5,16,18,20,22,25,27,30,31,32
深刻	6,7,8,11,12,16,17,21,22,24,26,27,30
深厚	2,6,13,17,25
深受	1,4
深受感动	1
深合	24
深坑	32
深埋	25
深堪	19
深处	1,5,7,8,9,17,19,24,25,26,28,29
深夜	0,1,4,5,6,7,18,22,26,28,31,32
深夜里	5,6,18,28,31
深宵	1,15,19,28,29
深居	1,7,12,21,22,30
深居简出	7,12,21,30
深山	29
深度	16,17
深得	13,15,18
深得人心	31
深得民心	31
深心	0,5,7,12,29
深怕	10
深怜	5
深思	3,7,17,25
深思熟虑	7,17,25
深恃	1
深恋	11
深恐	1,8,23,28
深恨	29
深恩	3,4,10,20,22
深恶	1,4,14,23
深恶痛绝	1,14,23
深悉	6
深悔	25
深情	3,5,6,11,19,25,26,30
深情厚谊	25
深意	3,7,13,31
深感	0,10,13,25,27,31
深挚	3,6,31
深掩	28
深明	20,25
深明大义	20,25
深更半夜	26,31
深根来	22
深植	3,4,13,22
深沉	5,6,22,27,28
深沟	31
深沟高垒	31
深浅	10
深海	4,19,20
深深	0,2,3,4,6,7,10,12,15,17,22,24,26,27,28,29,31
深深地	0,2,3,4,12,17,26,28
深深感到	31
深深感动	10,27
深渊	1,2,3,7,10,17,21,24,25,26,28
深潭	23
深爱	1,5,8,15,21,31,32
深爱着	5,8,21
深盟	3,21,23
深知	23,31
深礁	25
深自	1
深荷	26
深藏	5,6,13,20,31
深表	31
深谋	24
深谋密虑	7
深谋远虑	1,10,21
深谷	2
深通	1
深造	3
深重	1,3,6,17,19,22,23,24,25,30,31
深锁	21
深长	7,26,32
深闺	8
深陷	5,22
淳厚	3,30
混	1,6,17,18,21,23,31
混为	24
混为一谈	24
混乱	1,2,5,7,10,12,13,17,21,22,24,27,30,31,32
混合	1,2,9,10,17,21
混合物	1
混在	10,17
混头	4
混帐	5,13,32
混成	15
混战	21,25,31
混杀	19
混杂	7,12,30
混沌	15,25,26
混浊	1,14,27
混淆	1,2,3,13,19,27,29
混淆是非	3
混淆黑白	2,29
